Employee_ID,Age,Gender,Industry,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Sleep_Quality
EMP1590,32,Female,Consulting,Hybrid,37,10,5,High,Burnout,No,No Change,2,Satisfied,Poor
EMP1591,34,Non-binary,Education,Remote,54,11,4,Low,Anxiety,No,No Change,4,Unsatisfied,Average
EMP1592,57,Male,Education,Onsite,27,4,1,High,,No,Decrease,5,Neutral,Average
EMP1593,54,Prefer not to say,Consulting,Onsite,35,13,1,Medium,Burnout,Yes,No Change,5,Satisfied,Good
EMP1594,29,Non-binary,IT,Hybrid,58,15,1,Medium,Anxiety,No,No Change,4,Neutral,Average
EMP1595,45,Prefer not to say,Education,Onsite,22,0,1,High,Depression,No,Increase,4,Neutral,Poor
EMP1596,40,Male,IT,Hybrid,59,9,5,Medium,Anxiety,No,No Change,2,Unsatisfied,Good
EMP1597,42,Non-binary,Manufacturing,Hybrid,22,8,3,Low,Burnout,Yes,Decrease,5,Neutral,Poor
EMP1598,40,Prefer not to say,Finance,Onsite,43,12,2,High,,Yes,Increase,1,Neutral,Average
EMP1599,46,Female,Healthcare,Onsite,57,0,5,High,Burnout,Yes,No Change,3,Neutral,Average
EMP1600,26,Prefer not to say,IT,Hybrid,56,1,4,Low,Anxiety,No,Decrease,4,Satisfied,Good
EMP1601,33,Female,Finance,Remote,45,4,5,Medium,,No,No Change,2,Neutral,Poor
EMP1602,38,Male,IT,Remote,40,6,3,High,,No,Increase,3,Satisfied,Poor
EMP1603,57,Prefer not to say,Education,Remote,56,11,1,Low,Depression,Yes,Decrease,5,Neutral,Average
EMP1604,37,Male,Healthcare,Onsite,45,7,1,Medium,Burnout,Yes,Increase,5,Unsatisfied,Poor
EMP1605,37,Female,Education,Hybrid,35,12,5,Low,,No,No Change,5,Satisfied,Average
EMP1606,24,Prefer not to say,Finance,Onsite,47,9,3,High,,No,No Change,4,Neutral,Average
EMP1607,39,Prefer not to say,Finance,Onsite,59,7,1,High,Burnout,Yes,Increase,3,Satisfied,Poor
EMP1608,23,Female,Education,Hybrid,27,0,2,Low,Depression,Yes,Decrease,4,Neutral,Average
EMP1609,55,Prefer not to say,Manufacturing,Remote,22,2,5,High,Burnout,No,Increase,5,Neutral,Poor
EMP1610,53,Non-binary,Manufacturing,Remote,23,13,3,Medium,Anxiety,No,Increase,2,Neutral,Poor
EMP1611,37,Male,Manufacturing,Remote,60,5,4,Medium,Anxiety,No,Decrease,5,Neutral,Poor
EMP1612,29,Non-binary,IT,Remote,40,14,5,High,,No,No Change,1,Unsatisfied,Average
EMP1613,51,Prefer not to say,Education,Hybrid,60,1,2,Medium,Anxiety,No,Increase,1,Satisfied,Good
EMP1614,38,Prefer not to say,Retail,Hybrid,41,5,3,Low,Anxiety,No,Increase,1,Satisfied,Good
EMP1615,22,Male,Healthcare,Onsite,41,7,4,High,,Yes,Increase,5,Satisfied,Average
EMP1616,51,Prefer not to say,IT,Onsite,26,13,5,Low,Depression,Yes,Decrease,4,Unsatisfied,Good
EMP1617,32,Male,Finance,Hybrid,50,2,1,High,Depression,No,Decrease,2,Satisfied,Good
EMP1618,24,Male,Finance,Hybrid,26,2,4,High,Burnout,Yes,No Change,4,Unsatisfied,Good
EMP1619,39,Prefer not to say,Finance,Hybrid,29,12,5,Low,Burnout,No,No Change,2,Satisfied,Average
EMP1620,34,Non-binary,Healthcare,Onsite,28,4,1,Medium,Depression,Yes,No Change,3,Satisfied,Good
EMP1621,47,Male,Manufacturing,Remote,22,8,3,High,,Yes,Decrease,3,Neutral,Good
EMP1622,44,Female,Finance,Remote,52,12,5,Low,,Yes,Decrease,5,Unsatisfied,Poor
EMP1623,35,Non-binary,Finance,Remote,51,0,2,High,Burnout,No,No Change,5,Neutral,Good
EMP1624,41,Female,Healthcare,Hybrid,24,2,2,High,Depression,Yes,Decrease,2,Neutral,Poor
EMP1625,34,Non-binary,Retail,Onsite,41,6,2,Low,Depression,No,No Change,1,Unsatisfied,Good
EMP1626,57,Male,Education,Onsite,37,11,4,Medium,Burnout,Yes,No Change,5,Unsatisfied,Good
EMP1627,31,Prefer not to say,Consulting,Onsite,53,1,4,Medium,Burnout,No,Decrease,3,Unsatisfied,Poor
EMP1628,41,Prefer not to say,Healthcare,Onsite,29,6,4,Medium,Anxiety,Yes,No Change,3,Neutral,Average
EMP1629,37,Male,Retail,Hybrid,49,9,2,High,Burnout,Yes,Decrease,3,Satisfied,Good
EMP1630,38,Prefer not to say,Consulting,Remote,54,15,5,Low,Anxiety,Yes,No Change,5,Unsatisfied,Good
EMP1631,53,Prefer not to say,Manufacturing,Remote,21,1,4,Low,Depression,No,Increase,1,Neutral,Good
EMP1632,50,Male,Finance,Onsite,20,2,3,High,Anxiety,Yes,Decrease,5,Satisfied,Poor
EMP1633,30,Male,Manufacturing,Onsite,25,2,4,Medium,Anxiety,No,Increase,2,Neutral,Good
EMP1634,50,Non-binary,Retail,Hybrid,24,2,5,Low,Anxiety,Yes,No Change,3,Unsatisfied,Good
EMP1635,55,Male,Consulting,Remote,51,2,4,Low,Depression,Yes,Decrease,5,Satisfied,Good
EMP1636,35,Male,Manufacturing,Hybrid,59,11,3,Low,Depression,Yes,Increase,4,Unsatisfied,Poor
EMP1637,53,Prefer not to say,Manufacturing,Onsite,21,5,3,Medium,,No,Decrease,2,Unsatisfied,Good
EMP1638,49,Prefer not to say,IT,Hybrid,34,3,3,Low,Depression,Yes,No Change,1,Unsatisfied,Good
EMP1639,34,Male,Retail,Onsite,46,9,4,Medium,Depression,No,No Change,4,Satisfied,Poor
EMP1640,44,Non-binary,Consulting,Remote,32,4,3,Medium,Anxiety,No,Decrease,4,Unsatisfied,Average
EMP1641,58,Prefer not to say,Finance,Hybrid,25,12,3,Medium,Burnout,Yes,No Change,1,Satisfied,Average
EMP1642,28,Prefer not to say,Retail,Remote,51,10,1,High,Anxiety,Yes,Decrease,1,Neutral,Good
EMP1643,46,Female,Consulting,Onsite,31,6,1,High,,Yes,No Change,4,Neutral,Poor
EMP1644,50,Female,Manufacturing,Hybrid,41,11,5,High,Anxiety,Yes,No Change,3,Satisfied,Poor
EMP1645,39,Male,Manufacturing,Onsite,54,8,3,Low,,Yes,Decrease,2,Satisfied,Average
EMP1646,37,Non-binary,Retail,Remote,53,5,1,High,Burnout,Yes,Increase,3,Neutral,Poor
EMP1647,60,Male,IT,Hybrid,60,15,1,Low,Anxiety,No,No Change,1,Neutral,Good
EMP1648,58,Male,Finance,Remote,47,13,5,Low,Burnout,No,No Change,3,Neutral,Poor
EMP1649,47,Non-binary,Consulting,Hybrid,55,9,3,Medium,,Yes,Increase,2,Unsatisfied,Average
EMP1650,49,Female,Retail,Remote,37,3,2,Low,Burnout,Yes,No Change,1,Neutral,Good
EMP1651,58,Male,IT,Hybrid,42,14,1,High,Anxiety,Yes,Increase,3,Unsatisfied,Average
EMP1652,47,Female,IT,Onsite,40,3,1,Low,Anxiety,Yes,Increase,2,Neutral,Average
EMP1653,30,Non-binary,Education,Onsite,21,6,4,Low,Depression,No,No Change,4,Neutral,Good
EMP1654,25,Female,Consulting,Onsite,38,8,5,Low,Burnout,Yes,Increase,3,Neutral,Good
EMP1655,35,Prefer not to say,Manufacturing,Remote,20,0,3,High,Burnout,No,Decrease,4,Neutral,Good
EMP1656,53,Non-binary,Retail,Onsite,44,6,3,High,Depression,No,Decrease,5,Satisfied,Average
EMP1657,32,Female,Consulting,Hybrid,24,9,4,Medium,Depression,Yes,Decrease,5,Neutral,Average
EMP1658,37,Male,Consulting,Remote,48,14,1,Medium,Depression,Yes,Increase,1,Neutral,Good
EMP1659,40,Prefer not to say,IT,Hybrid,60,6,3,Low,Depression,No,Decrease,5,Unsatisfied,Poor
EMP1660,40,Male,IT,Hybrid,26,3,3,Low,Anxiety,No,Increase,2,Unsatisfied,Good
EMP1661,58,Female,IT,Hybrid,24,13,3,High,Burnout,No,Decrease,5,Neutral,Average
EMP1662,47,Male,Healthcare,Hybrid,41,14,3,Low,Depression,No,Decrease,1,Satisfied,Average
EMP1663,57,Male,IT,Onsite,27,6,2,Medium,Burnout,No,No Change,3,Satisfied,Good
EMP1664,38,Non-binary,Education,Onsite,38,4,4,Low,Burnout,Yes,Decrease,1,Unsatisfied,Good
EMP1665,39,Female,IT,Hybrid,41,14,4,Low,Burnout,Yes,Increase,2,Satisfied,Average
EMP1666,37,Female,Finance,Remote,20,9,4,High,Depression,Yes,No Change,5,Neutral,Good
EMP1667,41,Female,Retail,Onsite,22,4,3,Medium,Burnout,Yes,Decrease,5,Neutral,Poor
EMP1668,34,Female,IT,Hybrid,22,1,1,Medium,,Yes,No Change,5,Neutral,Good
EMP1669,28,Prefer not to say,Education,Remote,24,11,5,Medium,Anxiety,Yes,No Change,2,Neutral,Good
EMP1670,30,Prefer not to say,IT,Hybrid,50,2,3,Low,Burnout,Yes,No Change,2,Neutral,Poor
EMP1671,37,Prefer not to say,Healthcare,Hybrid,25,2,3,Low,Burnout,No,No Change,3,Satisfied,Good
EMP1672,46,Non-binary,Education,Onsite,35,7,5,High,Burnout,No,No Change,1,Satisfied,Average
EMP1673,38,Male,Manufacturing,Remote,40,8,4,High,Depression,Yes,No Change,2,Unsatisfied,Poor
EMP1674,58,Male,Retail,Onsite,50,10,4,High,,No,No Change,2,Unsatisfied,Average
EMP1675,37,Non-binary,Manufacturing,Onsite,51,15,4,High,,Yes,No Change,5,Satisfied,Poor
EMP1676,44,Non-binary,Consulting,Hybrid,52,2,2,Low,Depression,Yes,No Change,4,Satisfied,Average
EMP1677,45,Male,Healthcare,Onsite,42,14,4,Medium,Burnout,No,Decrease,1,Unsatisfied,Average
EMP1678,41,Non-binary,Manufacturing,Onsite,23,15,1,High,Depression,Yes,No Change,2,Unsatisfied,Average
EMP1679,45,Male,Education,Onsite,26,12,5,Medium,Burnout,No,Increase,4,Unsatisfied,Good
EMP1680,43,Female,Consulting,Hybrid,44,15,1,High,,Yes,Decrease,1,Satisfied,Poor
EMP1681,37,Prefer not to say,Healthcare,Onsite,44,7,4,High,Depression,No,No Change,2,Satisfied,Poor
EMP1682,35,Non-binary,Manufacturing,Onsite,56,11,5,Low,,Yes,Decrease,2,Unsatisfied,Average
EMP1683,37,Non-binary,Finance,Hybrid,21,3,2,Low,Depression,Yes,No Change,5,Neutral,Average
EMP1684,52,Non-binary,Healthcare,Hybrid,29,4,5,Low,Burnout,No,Decrease,4,Satisfied,Good
EMP1685,47,Male,Retail,Onsite,23,9,3,High,Depression,Yes,Decrease,1,Neutral,Poor
EMP1686,44,Prefer not to say,Healthcare,Remote,34,4,5,Medium,Depression,Yes,Decrease,5,Satisfied,Good
EMP1687,43,Female,Healthcare,Onsite,55,7,1,High,,No,Decrease,4,Unsatisfied,Average
EMP1688,41,Female,Education,Onsite,51,12,2,Medium,Depression,No,Decrease,5,Satisfied,Average
EMP1689,60,Prefer not to say,Manufacturing,Hybrid,53,10,3,High,Depression,No,No Change,3,Neutral,Good
EMP1690,51,Prefer not to say,Manufacturing,Remote,53,7,5,Medium,Burnout,No,Decrease,1,Unsatisfied,Poor
EMP1691,35,Female,IT,Hybrid,44,0,4,Medium,,No,Decrease,5,Neutral,Poor
EMP1692,53,Non-binary,Retail,Hybrid,33,5,3,Medium,Anxiety,No,No Change,5,Satisfied,Good
EMP1693,50,Prefer not to say,IT,Remote,34,4,5,Medium,Anxiety,Yes,Increase,3,Neutral,Poor
EMP1694,23,Female,Manufacturing,Onsite,38,15,5,Low,,No,Increase,5,Unsatisfied,Good
EMP1695,36,Female,Retail,Onsite,29,5,1,Low,Depression,Yes,Decrease,3,Neutral,Poor
EMP1696,57,Prefer not to say,IT,Remote,38,13,1,High,Burnout,No,Decrease,4,Neutral,Average
EMP1697,57,Female,Healthcare,Onsite,41,0,4,High,,Yes,Increase,4,Neutral,Average
EMP1698,31,Prefer not to say,Retail,Remote,33,4,3,High,Depression,No,No Change,3,Satisfied,Poor
EMP1699,43,Non-binary,Finance,Onsite,44,11,4,Low,Anxiety,No,Decrease,2,Satisfied,Good
EMP1700,41,Non-binary,Healthcare,Remote,38,1,5,Low,Burnout,Yes,Increase,5,Neutral,Average
EMP1701,24,Male,Retail,Onsite,43,1,3,Medium,,No,No Change,4,Satisfied,Poor
EMP1702,50,Female,Manufacturing,Remote,41,15,2,Low,Depression,No,Decrease,1,Satisfied,Poor
EMP1703,46,Male,Healthcare,Remote,50,2,4,Low,,Yes,No Change,3,Unsatisfied,Poor
EMP1704,56,Non-binary,Manufacturing,Remote,47,15,2,High,Depression,No,Increase,1,Unsatisfied,Good
EMP1705,34,Prefer not to say,Manufacturing,Hybrid,36,15,3,High,Anxiety,No,No Change,5,Neutral,Good
EMP1706,47,Non-binary,Retail,Remote,41,8,3,High,Anxiety,Yes,Decrease,5,Neutral,Average
EMP1707,27,Female,IT,Hybrid,52,7,4,High,Anxiety,Yes,Decrease,4,Satisfied,Poor
EMP1708,51,Non-binary,Consulting,Hybrid,32,4,1,Medium,Burnout,Yes,Decrease,5,Satisfied,Poor
EMP1709,27,Prefer not to say,IT,Remote,40,6,5,High,,Yes,No Change,4,Neutral,Good
EMP1710,45,Prefer not to say,Healthcare,Remote,23,14,1,Medium,Burnout,No,Decrease,2,Neutral,Good
EMP1711,54,Female,Healthcare,Onsite,50,6,2,Low,Depression,No,Increase,5,Satisfied,Good
EMP1712,45,Male,Consulting,Remote,30,13,5,High,,No,No Change,4,Neutral,Good
EMP1713,38,Female,Manufacturing,Hybrid,25,0,3,Low,,No,Decrease,3,Unsatisfied,Poor
EMP1714,33,Female,Healthcare,Onsite,59,4,1,Medium,Burnout,Yes,Decrease,4,Unsatisfied,Average
EMP1715,34,Female,Healthcare,Hybrid,45,5,4,High,Depression,Yes,Decrease,3,Neutral,Good
EMP1716,40,Prefer not to say,Manufacturing,Onsite,36,0,4,Low,Depression,Yes,Increase,2,Neutral,Poor
EMP1717,54,Female,Healthcare,Onsite,36,3,1,High,Burnout,No,Increase,2,Satisfied,Good
EMP1718,53,Non-binary,Healthcare,Remote,49,3,1,High,Burnout,Yes,Increase,5,Neutral,Average
EMP1719,56,Male,Healthcare,Hybrid,60,10,5,Low,Depression,No,No Change,4,Neutral,Average
EMP1720,47,Male,IT,Remote,32,14,2,Low,Anxiety,No,Increase,3,Unsatisfied,Poor
EMP1721,39,Non-binary,Finance,Onsite,39,6,4,High,Anxiety,Yes,Increase,4,Satisfied,Poor
EMP1722,31,Female,Finance,Hybrid,35,3,4,Low,,Yes,No Change,2,Neutral,Poor
EMP1723,22,Female,Finance,Remote,42,8,3,Medium,Burnout,No,Increase,4,Satisfied,Good
EMP1724,42,Male,Consulting,Hybrid,21,13,3,High,Burnout,No,Increase,5,Satisfied,Average
EMP1725,55,Prefer not to say,Retail,Onsite,36,10,5,Medium,Depression,No,Decrease,5,Neutral,Poor
EMP1726,32,Prefer not to say,IT,Hybrid,38,12,3,High,Burnout,No,Decrease,2,Satisfied,Average
EMP1727,34,Prefer not to say,Consulting,Remote,42,7,3,High,Anxiety,No,No Change,2,Satisfied,Average
EMP1728,29,Male,Healthcare,Hybrid,53,1,4,Medium,Depression,No,Decrease,4,Satisfied,Poor
EMP1729,59,Non-binary,IT,Remote,56,13,3,High,Depression,No,Decrease,2,Satisfied,Poor
EMP1730,48,Prefer not to say,Education,Hybrid,28,3,1,High,,No,Decrease,3,Unsatisfied,Good
EMP1731,45,Male,Healthcare,Remote,34,13,5,High,Burnout,Yes,Increase,5,Unsatisfied,Poor
EMP1732,38,Female,Manufacturing,Hybrid,24,12,4,Low,Depression,No,No Change,4,Unsatisfied,Poor
EMP1733,55,Non-binary,Finance,Hybrid,54,3,5,Medium,,No,Decrease,1,Satisfied,Average
EMP1734,24,Male,Retail,Onsite,35,10,1,High,Depression,No,Increase,5,Neutral,Average
EMP1735,29,Male,Education,Onsite,44,7,2,Low,Depression,Yes,Decrease,5,Neutral,Average
EMP1736,42,Prefer not to say,Finance,Hybrid,31,10,3,Low,Anxiety,Yes,Increase,4,Satisfied,Poor
EMP1737,23,Prefer not to say,Finance,Remote,54,14,3,Low,Anxiety,Yes,Increase,5,Satisfied,Poor
EMP1738,48,Male,Finance,Onsite,25,8,5,Low,,Yes,Increase,5,Unsatisfied,Average
EMP1739,31,Non-binary,Healthcare,Remote,54,0,3,Medium,Depression,No,Increase,3,Unsatisfied,Good
EMP1740,33,Non-binary,Education,Remote,33,9,4,High,Burnout,Yes,Increase,2,Neutral,Poor
EMP1741,53,Prefer not to say,IT,Onsite,42,6,3,High,,Yes,No Change,2,Neutral,Good
EMP1742,52,Male,Healthcare,Hybrid,28,13,3,Low,,No,Increase,1,Unsatisfied,Average
EMP1743,26,Non-binary,Retail,Onsite,46,10,4,Medium,,Yes,No Change,4,Unsatisfied,Good
EMP1744,25,Non-binary,Finance,Onsite,29,0,3,Low,Burnout,Yes,Decrease,4,Unsatisfied,Poor
EMP1745,59,Prefer not to say,Manufacturing,Hybrid,59,7,2,Medium,,Yes,Increase,2,Unsatisfied,Poor
EMP1746,45,Female,Consulting,Hybrid,28,2,1,High,Anxiety,No,Decrease,5,Unsatisfied,Good
EMP1747,24,Non-binary,Retail,Hybrid,32,9,5,Low,Anxiety,No,No Change,2,Unsatisfied,Average
EMP1748,26,Non-binary,Manufacturing,Hybrid,56,7,5,Low,,Yes,No Change,2,Satisfied,Poor
EMP1749,36,Male,Finance,Remote,45,1,4,Low,Burnout,No,Increase,4,Neutral,Poor
EMP1750,38,Prefer not to say,IT,Hybrid,23,3,2,High,Depression,Yes,Increase,1,Neutral,Good
EMP1751,38,Male,Retail,Hybrid,21,7,1,High,Depression,No,Increase,5,Satisfied,Poor
EMP1752,50,Non-binary,Education,Onsite,30,6,2,High,Burnout,No,Decrease,3,Satisfied,Poor
EMP1753,58,Non-binary,Healthcare,Remote,30,12,5,Medium,Depression,No,Decrease,2,Satisfied,Poor
EMP1754,43,Male,Healthcare,Onsite,49,10,4,High,Anxiety,Yes,No Change,4,Satisfied,Poor
EMP1755,55,Female,Consulting,Onsite,32,13,2,Medium,,No,Increase,5,Unsatisfied,Good
EMP1756,24,Female,Retail,Onsite,25,15,2,High,Depression,Yes,Increase,4,Neutral,Average
EMP1757,57,Male,Healthcare,Onsite,41,10,5,Medium,Burnout,Yes,Decrease,2,Satisfied,Average
EMP1758,36,Prefer not to say,Consulting,Hybrid,28,0,3,Low,,No,Increase,5,Satisfied,Good
EMP1759,34,Female,Finance,Hybrid,30,8,4,High,Burnout,No,Increase,3,Neutral,Poor
EMP1760,24,Female,Consulting,Remote,44,15,2,Medium,Anxiety,No,Decrease,2,Unsatisfied,Good
EMP1761,24,Female,Manufacturing,Hybrid,53,3,4,Low,Anxiety,No,No Change,4,Satisfied,Poor
EMP1762,24,Prefer not to say,IT,Remote,60,6,2,Medium,Depression,No,No Change,5,Neutral,Average
EMP1763,57,Non-binary,Education,Hybrid,22,7,5,High,Anxiety,Yes,Increase,1,Satisfied,Good
EMP1764,39,Non-binary,Finance,Remote,43,7,1,High,Depression,Yes,Increase,3,Satisfied,Good
EMP1765,40,Female,Healthcare,Onsite,60,9,4,Medium,Depression,Yes,Decrease,4,Satisfied,Average
EMP1766,37,Male,Finance,Remote,36,15,1,High,,No,Increase,3,Neutral,Good
EMP1767,23,Prefer not to say,Finance,Hybrid,27,8,1,Low,Burnout,No,No Change,2,Satisfied,Good
EMP1768,44,Non-binary,IT,Onsite,59,5,3,Low,Anxiety,No,No Change,3,Neutral,Poor
EMP1769,46,Male,IT,Hybrid,41,12,3,Low,Depression,No,Increase,2,Unsatisfied,Good
EMP1770,32,Male,Retail,Hybrid,26,0,4,Medium,,Yes,Increase,5,Satisfied,Average
EMP1771,40,Prefer not to say,Manufacturing,Hybrid,55,7,3,Medium,,Yes,Decrease,1,Satisfied,Good
EMP1772,24,Non-binary,Education,Hybrid,40,0,4,High,Burnout,Yes,Decrease,5,Unsatisfied,Average
EMP1773,58,Female,IT,Remote,39,11,4,Medium,Anxiety,Yes,Increase,4,Unsatisfied,Good
EMP1774,33,Male,Retail,Hybrid,28,14,5,Medium,Depression,Yes,Decrease,1,Unsatisfied,Average
EMP1775,49,Non-binary,Manufacturing,Remote,36,9,5,High,Anxiety,No,No Change,5,Unsatisfied,Poor
EMP1776,60,Prefer not to say,Manufacturing,Hybrid,24,4,5,Low,Burnout,No,No Change,5,Neutral,Good
EMP1777,44,Male,Education,Onsite,35,10,5,High,Depression,Yes,No Change,2,Satisfied,Poor
EMP1778,44,Male,Education,Onsite,30,1,5,Low,Burnout,Yes,Decrease,2,Neutral,Average
EMP1779,52,Prefer not to say,Finance,Onsite,23,10,3,Medium,Anxiety,No,Increase,4,Satisfied,Poor
EMP1780,39,Female,Retail,Remote,48,6,3,Low,Depression,Yes,Decrease,5,Neutral,Poor
EMP1781,23,Male,Consulting,Remote,28,11,1,Low,Burnout,Yes,No Change,4,Unsatisfied,Average
EMP1782,38,Non-binary,Education,Onsite,38,13,1,Low,Anxiety,Yes,Increase,3,Neutral,Good
EMP1783,44,Female,Finance,Hybrid,42,2,4,High,,No,Decrease,5,Unsatisfied,Poor
EMP1784,36,Non-binary,Education,Onsite,28,5,5,High,Burnout,Yes,No Change,3,Satisfied,Poor
EMP1785,28,Prefer not to say,Finance,Remote,25,2,3,High,Depression,Yes,Decrease,2,Satisfied,Good
EMP1786,28,Female,Finance,Onsite,32,15,4,Medium,Depression,No,No Change,3,Satisfied,Average
EMP1787,38,Male,Healthcare,Onsite,47,4,4,Medium,Anxiety,No,Increase,3,Satisfied,Poor
EMP1788,41,Non-binary,Healthcare,Remote,42,8,1,Medium,,No,Decrease,5,Neutral,Average
EMP1789,25,Non-binary,Consulting,Hybrid,27,14,1,Low,,No,No Change,5,Neutral,Poor
EMP1790,37,Female,Retail,Onsite,25,7,1,Low,Burnout,Yes,No Change,5,Unsatisfied,Good
EMP1791,39,Female,Education,Hybrid,41,9,2,Medium,Anxiety,Yes,Decrease,2,Neutral,Poor
EMP1792,39,Prefer not to say,Manufacturing,Hybrid,33,12,3,Medium,Anxiety,No,Decrease,1,Unsatisfied,Good
EMP1793,25,Female,IT,Remote,35,11,4,High,Depression,Yes,Decrease,4,Neutral,Poor
EMP1794,56,Prefer not to say,Finance,Remote,34,3,3,Low,Anxiety,No,Increase,1,Unsatisfied,Average
EMP1795,50,Non-binary,Healthcare,Remote,49,12,2,High,,No,No Change,5,Unsatisfied,Average
EMP1796,34,Female,Manufacturing,Onsite,36,2,1,High,Depression,Yes,No Change,1,Unsatisfied,Average
EMP1797,34,Non-binary,Retail,Remote,53,14,1,Low,,Yes,No Change,3,Satisfied,Poor
EMP1798,41,Prefer not to say,Education,Hybrid,36,13,4,High,Anxiety,No,Increase,1,Neutral,Good
EMP1799,49,Non-binary,Consulting,Hybrid,20,4,1,Medium,,No,Increase,5,Satisfied,Good
EMP1800,58,Male,Education,Hybrid,31,10,2,Low,Depression,No,Increase,4,Neutral,Average
EMP1801,51,Non-binary,Consulting,Remote,34,12,3,Low,,Yes,No Change,3,Unsatisfied,Poor
EMP1802,43,Prefer not to say,Manufacturing,Remote,20,4,2,Medium,,No,Increase,5,Unsatisfied,Poor
EMP1803,43,Male,Finance,Onsite,28,12,3,Medium,Depression,No,Decrease,1,Satisfied,Good
EMP1804,55,Female,Education,Onsite,54,15,3,Low,Anxiety,No,Decrease,2,Satisfied,Average
EMP1805,35,Female,Manufacturing,Hybrid,25,1,1,Low,,No,No Change,1,Unsatisfied,Good
EMP1806,52,Non-binary,Consulting,Onsite,23,5,3,High,Burnout,Yes,No Change,2,Satisfied,Good
EMP1807,58,Male,IT,Remote,48,11,5,High,Burnout,No,Increase,1,Neutral,Average
EMP1808,22,Prefer not to say,Healthcare,Remote,26,7,4,High,Burnout,No,No Change,4,Unsatisfied,Poor
EMP1809,48,Male,Consulting,Hybrid,54,8,2,Low,Depression,No,No Change,3,Satisfied,Good
EMP1810,47,Prefer not to say,Healthcare,Hybrid,55,15,2,Medium,Anxiety,No,Increase,3,Neutral,Average
EMP1811,47,Prefer not to say,Healthcare,Hybrid,54,6,4,Medium,,Yes,No Change,5,Neutral,Average
EMP1812,25,Prefer not to say,Consulting,Hybrid,55,13,2,Low,Depression,Yes,Increase,4,Satisfied,Good
EMP1813,41,Male,Consulting,Onsite,38,14,1,High,,Yes,Increase,4,Neutral,Average
EMP1814,59,Male,Finance,Onsite,50,11,2,High,Anxiety,No,Increase,2,Unsatisfied,Poor
EMP1815,53,Male,IT,Hybrid,41,7,2,Low,Anxiety,No,Increase,4,Satisfied,Average
EMP1816,49,Female,Education,Hybrid,41,0,2,Medium,Anxiety,Yes,Increase,4,Neutral,Average
EMP1817,38,Male,Healthcare,Hybrid,27,15,3,High,Depression,Yes,Decrease,5,Satisfied,Good
EMP1818,35,Prefer not to say,Education,Onsite,59,8,1,Low,Anxiety,Yes,Decrease,1,Neutral,Good
EMP1819,51,Female,Consulting,Hybrid,54,3,4,High,Burnout,No,Decrease,5,Satisfied,Average
EMP1820,50,Prefer not to say,Finance,Hybrid,36,5,3,Low,Anxiety,No,Increase,4,Unsatisfied,Average
EMP1821,22,Non-binary,Healthcare,Onsite,24,13,4,Low,Anxiety,No,No Change,3,Satisfied,Good
EMP1822,49,Non-binary,Retail,Onsite,29,5,2,Medium,Depression,No,Decrease,3,Neutral,Poor
EMP1823,29,Non-binary,Healthcare,Remote,46,1,4,High,Depression,No,Decrease,2,Satisfied,Average
EMP1824,37,Male,Education,Hybrid,45,2,5,Medium,,Yes,No Change,3,Unsatisfied,Average
EMP1825,36,Female,Education,Remote,30,12,2,High,Depression,Yes,Decrease,1,Neutral,Good
EMP1826,32,Non-binary,IT,Hybrid,39,9,2,Medium,Anxiety,Yes,Increase,1,Satisfied,Poor
EMP1827,54,Prefer not to say,IT,Remote,43,1,1,Medium,Anxiety,No,Decrease,3,Unsatisfied,Poor
EMP1828,45,Non-binary,Manufacturing,Remote,35,10,1,High,,Yes,No Change,5,Neutral,Good
EMP1829,59,Male,IT,Onsite,27,4,3,Low,Anxiety,Yes,No Change,4,Neutral,Average
EMP1830,47,Female,Consulting,Hybrid,33,2,4,High,Burnout,No,Increase,4,Unsatisfied,Good
EMP1831,27,Female,Finance,Remote,34,14,3,Medium,Depression,No,No Change,3,Satisfied,Poor
EMP1832,25,Non-binary,Manufacturing,Remote,47,15,2,Medium,Depression,Yes,Decrease,4,Unsatisfied,Average
EMP1833,29,Female,Consulting,Remote,30,9,2,High,Burnout,Yes,Increase,3,Satisfied,Poor
EMP1834,48,Prefer not to say,Healthcare,Remote,23,15,2,Low,Depression,No,Decrease,5,Unsatisfied,Average
EMP1835,39,Non-binary,Retail,Onsite,52,15,5,High,,Yes,Increase,4,Neutral,Average
EMP1836,46,Female,Healthcare,Hybrid,27,14,1,High,,Yes,No Change,3,Unsatisfied,Good
EMP1837,52,Prefer not to say,Healthcare,Remote,28,9,5,Low,Burnout,No,No Change,1,Unsatisfied,Average
EMP1838,29,Non-binary,Consulting,Hybrid,30,3,3,Low,Anxiety,Yes,No Change,5,Neutral,Good
EMP1839,44,Prefer not to say,Consulting,Hybrid,21,3,3,Low,,No,No Change,2,Unsatisfied,Good
EMP1840,44,Prefer not to say,Healthcare,Remote,59,3,4,Medium,Depression,No,No Change,1,Neutral,Good
EMP1841,42,Male,Manufacturing,Remote,24,2,4,Low,,Yes,No Change,4,Satisfied,Poor
EMP1842,60,Female,Consulting,Hybrid,33,11,4,High,Depression,No,No Change,5,Neutral,Good
